cap_factor,year,month,hh,mm,day
1,2001,2,15,0,19
0.902029,2001,2,16,0,19
0.0894058,2001,2,17,0,19
0,2001,2,18,0,19
0,2001,2,19,0,19
0,2001,2,20,0,19
0,2001,2,21,0,19
0,2001,2,22,0,19
0,2001,2,23,0,19
0,2001,2,0,0,20
0,2001,2,1,0,20
0,2001,2,2,0,20
0,2001,2,3,0,20
0,2001,2,4,0,20
0,2001,2,5,0,20
0,2001,2,6,0,20
0.121774,2001,2,7,0,20
0.473107,2001,2,8,0,20
0.866396,2001,2,9,0,20
1,2001,2,10,0,20
1,2001,2,11,0,20
0.227215,2001,2,12,0,20
1,2001,2,13,0,20
1,2001,2,14,0,20
1,2001,2,15,0,20
0.915928,2001,2,16,0,20
0.407545,2001,2,17,0,20
0,2001,2,18,0,20
0,2001,2,19,0,20
0,2001,2,20,0,20
0,2001,2,21,0,20
0,2001,2,22,0,20
0,2001,2,23,0,20
0,2001,2,0,0,21
0,2001,2,1,0,21
0,2001,2,2,0,21
0,2001,2,3,0,21
0,2001,2,4,0,21
0,2001,2,5,0,21
0,2001,2,6,0,21
0.122664,2001,2,7,0,21
0.699298,2001,2,8,0,21
0.969716,2001,2,9,0,21
1,2001,2,10,0,21
0.804978,2001,2,11,0,21
0.169911,2001,2,12,0,21
0.874694,2001,2,13,0,21
0.662584,2001,2,14,0,21
0.883848,2001,2,15,0,21
0.582896,2001,2,16,0,21
0.403239,2001,2,17,0,21
0,2001,2,18,0,21
0,2001,2,19,0,21
0,2001,2,20,0,21
0,2001,2,21,0,21
0,2001,2,22,0,21
0,2001,2,23,0,21
0,2001,2,0,0,22
0,2001,2,1,0,22
0,2001,2,2,0,22
0,2001,2,3,0,22
0,2001,2,4,0,22
0,2001,2,5,0,22
0,2001,2,6,0,22
0.126657,2001,2,7,0,22
0.701062,2001,2,8,0,22
0.968486,2001,2,9,0,22
1,2001,2,10,0,22
0.990563,2001,2,11,0,22
0.977651,2001,2,12,0,22
0.981743,2001,2,13,0,22
0.987576,2001,2,14,0,22
0.211592,2001,2,15,0,22
0.302522,2001,2,16,0,22
0.206956,2001,2,17,0,22
0,2001,2,18,0,22
0,2001,2,19,0,22
0,2001,2,20,0,22
0,2001,2,21,0,22
0,2001,2,22,0,22
0,2001,2,23,0,22
0,2001,2,0,0,23
0,2001,2,1,0,23
0,2001,2,2,0,23
0,2001,2,3,0,23
0,2001,2,4,0,23
0,2001,2,5,0,23
0,2001,2,6,0,23
0.130947,2001,2,7,0,23
0.70116,2001,2,8,0,23
0.937643,2001,2,9,0,23
0.972089,2001,2,10,0,23
0.956494,2001,2,11,0,23
0.944985,2001,2,12,0,23
0.948788,2001,2,13,0,23
0.958375,2001,2,14,0,23
0.965155,2001,2,15,0,23
0.882919,2001,2,16,0,23
0.416467,2001,2,17,0,23
0,2001,2,18,0,23
0,2001,2,19,0,23
0,2001,2,20,0,23
0,2001,2,21,0,23
0,2001,2,22,0,23
0,2001,2,23,0,23
0,2001,2,0,0,24
0,2001,2,1,0,24
0,2001,2,2,0,24
0,2001,2,3,0,24
0,2001,2,4,0,24
0,2001,2,5,0,24
0,2001,2,6,0,24
0.135272,2001,2,7,0,24
0.727562,2001,2,8,0,24
0.986265,2001,2,9,0,24
0.36432,2001,2,10,0,24
1,2001,2,11,0,24
0.99225,2001,2,12,0,24
0.99086,2001,2,13,0,24
0.994816,2001,2,14,0,24
0.991819,2001,2,15,0,24
0.897662,2001,2,16,0,24
0.421329,2001,2,17,0,24
0,2001,2,18,0,24
0,2001,2,19,0,24
0,2001,2,20,0,24
0,2001,2,21,0,24
0,2001,2,22,0,24
0,2001,2,23,0,24
0,2001,2,0,0,25
0,2001,2,1,0,25
0,2001,2,2,0,25
0,2001,2,3,0,25
0,2001,2,4,0,25
0,2001,2,5,0,25
0,2001,2,6,0,25
0.0788661,2001,2,7,0,25
0.124063,2001,2,8,0,25
0.721476,2001,2,9,0,25
0.512398,2001,2,10,0,25
0.424759,2001,2,11,0,25
0.479016,2001,2,12,0,25
0.718023,2001,2,13,0,25
0.587228,2001,2,14,0,25
0.429214,2001,2,15,0,25
0.361492,2001,2,16,0,25
0.0829857,2001,2,17,0,25
0,2001,2,18,0,25
0,2001,2,19,0,25
0,2001,2,20,0,25
0,2001,2,21,0,25
0,2001,2,22,0,25
0,2001,2,23,0,25
0,2001,2,0,0,26
0,2001,2,1,0,26
0,2001,2,2,0,26
0,2001,2,3,0,26
0,2001,2,4,0,26
0,2001,2,5,0,26
0,2001,2,6,0,26
0.146163,2001,2,7,0,26
0.0345218,2001,2,8,0,26
0.180193,2001,2,9,0,26
0.558655,2001,2,10,0,26
0.585967,2001,2,11,0,26
0.524832,2001,2,12,0,26
0.693645,2001,2,13,0,26
0.220979,2001,2,14,0,26
0.22095,2001,2,15,0,26
0.071937,2001,2,16,0,26
0.108044,2001,2,17,0,26
0,2001,2,18,0,26
0,2001,2,19,0,26
0,2001,2,20,0,26
0,2001,2,21,0,26
0,2001,2,22,0,26
0,2001,2,23,0,26
0,2001,2,0,0,27
0,2001,2,1,0,27
0,2001,2,2,0,27
0,2001,2,3,0,27
0,2001,2,4,0,27
0,2001,2,5,0,27
0,2001,2,6,0,27
0.154015,2001,2,7,0,27
0.746149,2001,2,8,0,27
0.985119,2001,2,9,0,27
1,2001,2,10,0,27
0.691657,2001,2,11,0,27
0.728851,2001,2,12,0,27
1,2001,2,13,0,27
1,2001,2,14,0,27
1,2001,2,15,0,27
0.926425,2001,2,16,0,27
0.435907,2001,2,17,0,27
0,2001,2,18,0,27
0,2001,2,19,0,27
0,2001,2,20,0,27
0,2001,2,21,0,27
0,2001,2,22,0,27
0,2001,2,23,0,27
0,2001,2,0,0,28
0,2001,2,1,0,28
0,2001,2,2,0,28
0,2001,2,3,0,28
0,2001,2,4,0,28
0,2001,2,5,0,28
0,2001,2,6,0,28
0.15982,2001,2,7,0,28
0.756,2001,2,8,0,28
0.992326,2001,2,9,0,28
1,2001,2,10,0,28
1,2001,2,11,0,28
1,2001,2,12,0,28
1,2001,2,13,0,28
1,2001,2,14,0,28
0.585008,2001,2,15,0,28
0.929933,2001,2,16,0,28
0.43892,2001,2,17,0,28
0,2001,2,18,0,28
0,2001,2,19,0,28
0,2001,2,20,0,28
0,2001,2,21,0,28
0,2001,2,22,0,28
0,2001,2,23,0,28
0,2001,3,0,0,1
0,2001,3,1,0,1
0,2001,3,2,0,1
0,2001,3,3,0,1
0,2001,3,4,0,1
0,2001,3,5,0,1
0,2001,3,6,0,1
0.176724,2001,3,7,0,1
0.783176,2001,3,8,0,1
1,2001,3,9,0,1
1,2001,3,10,0,1
1,2001,3,11,0,1
0.767108,2001,3,12,0,1
0.760072,2001,3,13,0,1
0.759122,2001,3,14,0,1
1,2001,3,15,0,1
0.943484,2001,3,16,0,1
0.450749,2001,3,17,0,1
0,2001,3,18,0,1
0,2001,3,19,0,1
0,2001,3,20,0,1
0,2001,3,21,0,1
0,2001,3,22,0,1
0,2001,3,23,0,1
0,2001,3,0,0,2
0,2001,3,1,0,2
0,2001,3,2,0,2
0,2001,3,3,0,2
0,2001,3,4,0,2
0,2001,3,5,0,2
0,2001,3,6,0,2
0.182711,2001,3,7,0,2
0.790426,2001,3,8,0,2
1,2001,3,9,0,2
0.37943,2001,3,10,0,2
0.6842,2001,3,11,0,2
0.702421,2001,3,12,0,2
0.499054,2001,3,13,0,2
0.549649,2001,3,14,0,2
0.348855,2001,3,15,0,2
0.201467,2001,3,16,0,2
0.469241,2001,3,17,0,2
0,2001,3,18,0,2
0,2001,3,19,0,2
0,2001,3,20,0,2
0,2001,3,21,0,2
0,2001,3,22,0,2
0,2001,3,23,0,2
0,2001,3,0,0,3
0,2001,3,1,0,3
0,2001,3,2,0,3
0,2001,3,3,0,3
0,2001,3,4,0,3
0,2001,3,5,0,3
0,2001,3,6,0,3
0.192962,2001,3,7,0,3
0.659806,2001,3,8,0,3
0.178571,2001,3,9,0,3
0.406365,2001,3,10,0,3
0.468547,2001,3,11,0,3
1,2001,3,12,0,3
1,2001,3,13,0,3
0.997538,2001,3,14,0,3
0.7378,2001,3,15,0,3
0.289263,2001,3,16,0,3
0.490859,2001,3,17,0,3
0,2001,3,18,0,3
0,2001,3,19,0,3
0,2001,3,20,0,3
0,2001,3,21,0,3
0,2001,3,22,0,3
0,2001,3,23,0,3
0,2001,3,0,0,4
0,2001,3,1,0,4
0,2001,3,2,0,4
0,2001,3,3,0,4
0,2001,3,4,0,4
0,2001,3,5,0,4
0,2001,3,6,0,4
0.195768,2001,3,7,0,4
0.132912,2001,3,8,0,4
0.589352,2001,3,9,0,4
1,2001,3,10,0,4
1,2001,3,11,0,4
0.825094,2001,3,12,0,4
0.470963,2001,3,13,0,4
0.37105,2001,3,14,0,4
1,2001,3,15,0,4
0.43711,2001,3,16,0,4
0.474036,2001,3,17,0,4
0,2001,3,18,0,4
0,2001,3,19,0,4
0,2001,3,20,0,4
0,2001,3,21,0,4
0,2001,3,22,0,4
0,2001,3,23,0,4
0,2001,3,0,0,5
0,2001,3,1,0,5
0,2001,3,2,0,5
0,2001,3,3,0,5
0,2001,3,4,0,5
0,2001,3,5,0,5
0,2001,3,6,0,5
0.0638376,2001,3,7,0,5
0.368296,2001,3,8,0,5
0.398932,2001,3,9,0,5
0.735906,2001,3,10,0,5
0.477873,2001,3,11,0,5
0.770744,2001,3,12,0,5
0.275988,2001,3,13,0,5
0.303365,2001,3,14,0,5
0.152145,2001,3,15,0,5
0.650489,2001,3,16,0,5
0.0392576,2001,3,17,0,5
0,2001,3,18,0,5
0,2001,3,19,0,5
0,2001,3,20,0,5
0,2001,3,21,0,5
0,2001,3,22,0,5
0,2001,3,23,0,5
0,2001,3,0,0,6
0,2001,3,1,0,6
0,2001,3,2,0,6
0,2001,3,3,0,6
0,2001,3,4,0,6
0,2001,3,5,0,6
0,2001,3,6,0,6
0.209625,2001,3,7,0,6
0.817498,2001,3,8,0,6
0.576072,2001,3,9,0,6
0.333149,2001,3,10,0,6
0.236998,2001,3,11,0,6
1,2001,3,12,0,6
0.906098,2001,3,13,0,6
1,2001,3,14,0,6
1,2001,3,15,0,6
0.842566,2001,3,16,0,6
0.220077,2001,3,17,0,6
0.0028266,2001,3,18,0,6
0,2001,3,19,0,6
0,2001,3,20,0,6
0,2001,3,21,0,6
0,2001,3,22,0,6
0,2001,3,23,0,6
0,2001,3,0,0,7
0,2001,3,1,0,7
0,2001,3,2,0,7
0,2001,3,3,0,7
0,2001,3,4,0,7
0,2001,3,5,0,7
0,2001,3,6,0,7
0.217035,2001,3,7,0,7
0.839134,2001,3,8,0,7
1,2001,3,9,0,7
1,2001,3,10,0,7
0.421218,2001,3,11,0,7
0.371021,2001,3,12,0,7
0.663822,2001,3,13,0,7
0.781267,2001,3,14,0,7
0.374396,2001,3,15,0,7
0.952594,2001,3,16,0,7
0.475245,2001,3,17,0,7
0.0089156,2001,3,18,0,7
0,2001,3,19,0,7
0,2001,3,20,0,7
0,2001,3,21,0,7
0,2001,3,22,0,7
0,2001,3,23,0,7
0,2001,3,0,0,8
0,2001,3,1,0,8
0,2001,3,2,0,8
0,2001,3,3,0,8
0,2001,3,4,0,8
0,2001,3,5,0,8
0,2001,3,6,0,8
0.0499106,2001,3,7,0,8
0.43922,2001,3,8,0,8
0.605625,2001,3,9,0,8
0.657789,2001,3,10,0,8
0.741371,2001,3,11,0,8
1,2001,3,12,0,8
1,2001,3,13,0,8
0.959803,2001,3,14,0,8
0.756428,2001,3,15,0,8
0.290932,2001,3,16,0,8
0.110017,2001,3,17,0,8
0,2001,3,18,0,8
0,2001,3,19,0,8
0,2001,3,20,0,8
0,2001,3,21,0,8
0,2001,3,22,0,8
0,2001,3,23,0,8
0,2001,3,0,0,9
0,2001,3,1,0,9
0,2001,3,2,0,9
0,2001,3,3,0,9
0,2001,3,4,0,9
0,2001,3,5,0,9
0,2001,3,6,0,9
0.239901,2001,3,7,0,9
0.862291,2001,3,8,0,9
0.278629,2001,3,9,0,9
0.747501,2001,3,10,0,9
0.939355,2001,3,11,0,9
0.954146,2001,3,12,0,9
0.991779,2001,3,13,0,9
0.857685,2001,3,14,0,9
0.747349,2001,3,15,0,9
0.759465,2001,3,16,0,9
0.501641,2001,3,17,0,9
0.0105939,2001,3,18,0,9
0,2001,3,19,0,9
0,2001,3,20,0,9
0,2001,3,21,0,9
0,2001,3,22,0,9
0,2001,3,23,0,9
0,2001,3,0,0,10
0,2001,3,1,0,10
0,2001,3,2,0,10
0,2001,3,3,0,10
0,2001,3,4,0,10
0,2001,3,5,0,10
0,2001,3,6,0,10
0.250019,2001,3,7,0,10
0.886688,2001,3,8,0,10
1,2001,3,9,0,10
1,2001,3,10,0,10
1,2001,3,11,0,10
1,2001,3,12,0,10
1,2001,3,13,0,10
1,2001,3,14,0,10
1,2001,3,15,0,10
0.991987,2001,3,16,0,10
0.512405,2001,3,17,0,10
0.0120678,2001,3,18,0,10
0,2001,3,19,0,10
0,2001,3,20,0,10
0,2001,3,21,0,10
0,2001,3,22,0,10
0,2001,3,23,0,10
0,2001,3,0,0,11
0,2001,3,1,0,11
0,2001,3,2,0,11
0,2001,3,3,0,11
0,2001,3,4,0,11
0,2001,3,5,0,11
0,2001,3,6,0,11
0.256801,2001,3,7,0,11
0.895992,2001,3,8,0,11
1,2001,3,9,0,11
1,2001,3,10,0,11
1,2001,3,11,0,11
1,2001,3,12,0,11
1,2001,3,13,0,11
1,2001,3,14,0,11
1,2001,3,15,0,11
0.989543,2001,3,16,0,11
0.51354,2001,3,17,0,11
0.0122111,2001,3,18,0,11
0,2001,3,19,0,11
0,2001,3,20,0,11
0,2001,3,21,0,11
0,2001,3,22,0,11
0,2001,3,23,0,11
0,2001,3,0,0,12
0,2001,3,1,0,12
0,2001,3,2,0,12
0,2001,3,3,0,12
0,2001,3,4,0,12
0,2001,3,5,0,12
0,2001,3,6,0,12
0.258386,2001,3,7,0,12
0.446274,2001,3,8,0,12
0.922181,2001,3,9,0,12
0.901903,2001,3,10,0,12
0.683089,2001,3,11,0,12
0.800705,2001,3,12,0,12
0.659589,2001,3,13,0,12
0.816156,2001,3,14,0,12
0.574805,2001,3,15,0,12
0.611908,2001,3,16,0,12
0.472634,2001,3,17,0,12
0.0130435,2001,3,18,0,12
0,2001,3,19,0,12
0,2001,3,20,0,12
0,2001,3,21,0,12
0,2001,3,22,0,12
0,2001,3,23,0,12
0,2001,3,0,0,13
0,2001,3,1,0,13
0,2001,3,2,0,13
0,2001,3,3,0,13
0,2001,3,4,0,13
0,2001,3,5,0,13
0,2001,3,6,0,13
0.272899,2001,3,7,0,13
0.898376,2001,3,8,0,13
1,2001,3,9,0,13
0.692757,2001,3,10,0,13
0.654357,2001,3,11,0,13
0.894676,2001,3,12,0,13
0.918786,2001,3,13,0,13
0.900537,2001,3,14,0,13
0.789564,2001,3,15,0,13
0.828643,2001,3,16,0,13
0.364331,2001,3,17,0,13
0.0105126,2001,3,18,0,13
0,2001,3,19,0,13
0,2001,3,20,0,13
0,2001,3,21,0,13
0,2001,3,22,0,13
0,2001,3,23,0,13
0,2001,3,0,0,14
0,2001,3,1,0,14
0,2001,3,2,0,14
0,2001,3,3,0,14
0,2001,3,4,0,14
0,2001,3,5,0,14
0,2001,3,6,0,14
0.281388,2001,3,7,0,14
0.918797,2001,3,8,0,14
1,2001,3,9,0,14
1,2001,3,10,0,14
1,2001,3,11,0,14
1,2001,3,12,0,14
1,2001,3,13,0,14
1,2001,3,14,0,14
1,2001,3,15,0,14
0.974874,2001,3,16,0,14
0.510252,2001,3,17,0,14
0.013939,2001,3,18,0,14
0,2001,3,19,0,14
0,2001,3,20,0,14
0,2001,3,21,0,14
0,2001,3,22,0,14
0,2001,3,23,0,14
0,2001,3,0,0,15
0,2001,3,1,0,15
0,2001,3,2,0,15
0,2001,3,3,0,15
0,2001,3,4,0,15
0,2001,3,5,0,15
0,2001,3,6,0,15
0.284638,2001,3,7,0,15
0.917474,2001,3,8,0,15
1,2001,3,9,0,15
1,2001,3,10,0,15
1,2001,3,11,0,15
0.700195,2001,3,12,0,15
0.457873,2001,3,13,0,15
0.696238,2001,3,14,0,15
0.544497,2001,3,15,0,15
0.527801,2001,3,16,0,15
0.517554,2001,3,17,0,15
0.0154131,2001,3,18,0,15
0,2001,3,19,0,15
0,2001,3,20,0,15
0,2001,3,21,0,15
0,2001,3,22,0,15
0,2001,3,23,0,15
0,2001,3,0,0,16
0,2001,3,1,0,16
0,2001,3,2,0,16
0,2001,3,3,0,16
0,2001,3,4,0,16
0,2001,3,5,0,16
0,2001,3,6,0,16
0.302834,2001,3,7,0,16
0.924863,2001,3,8,0,16
0.116146,2001,3,9,0,16
0.333191,2001,3,10,0,16
0.299387,2001,3,11,0,16
0.652742,2001,3,12,0,16
0.514291,2001,3,13,0,16
0.344086,2001,3,14,0,16
0.647913,2001,3,15,0,16
0.981251,2001,3,16,0,16
0.515341,2001,3,17,0,16
0.0104295,2001,3,18,0,16
0,2001,3,19,0,16
0,2001,3,20,0,16
0,2001,3,21,0,16
0,2001,3,22,0,16
0,2001,3,23,0,16
0,2001,3,0,0,17
0,2001,3,1,0,17
0,2001,3,2,0,17
0,2001,3,3,0,17
0,2001,3,4,0,17
0,2001,3,5,0,17
0,2001,3,6,0,17
0.305737,2001,3,7,0,17
0.440185,2001,3,8,0,17
1,2001,3,9,0,17
0.294666,2001,3,10,0,17
0.501258,2001,3,11,0,17
0.542689,2001,3,12,0,17
0.320179,2001,3,13,0,17
0.261641,2001,3,14,0,17
0.27209,2001,3,15,0,17
0.217186,2001,3,16,0,17
0.524792,2001,3,17,0,17
0.0169345,2001,3,18,0,17
0,2001,3,19,0,17
0,2001,3,20,0,17
0,2001,3,21,0,17
0,2001,3,22,0,17
0,2001,3,23,0,17
0,2001,3,0,0,18
0,2001,3,1,0,18
0,2001,3,2,0,18
0,2001,3,3,0,18
0,2001,3,4,0,18
0,2001,3,5,0,18
0,2001,3,6,0,18
0.312891,2001,3,7,0,18
0.925481,2001,3,8,0,18
1,2001,3,9,0,18
1,2001,3,10,0,18
1,2001,3,11,0,18
1,2001,3,12,0,18
1,2001,3,13,0,18
0.523319,2001,3,14,0,18
0.257675,2001,3,15,0,18
0.451176,2001,3,16,0,18
0.530395,2001,3,17,0,18
0.0172042,2001,3,18,0,18
0,2001,3,19,0,18
0,2001,3,20,0,18
0,2001,3,21,0,18
0,2001,3,22,0,18
0,2001,3,23,0,18
0,2001,3,0,0,19
0,2001,3,1,0,19
0,2001,3,2,0,19
0,2001,3,3,0,19
0,2001,3,4,0,19
0,2001,3,5,0,19
0,2001,3,6,0,19
0.333052,2001,3,7,0,19
0.949604,2001,3,8,0,19
1,2001,3,9,0,19
1,2001,3,10,0,19
1,2001,3,11,0,19
1,2001,3,12,0,19
0.986225,2001,3,13,0,19
0.923866,2001,3,14,0,19
1,2001,3,15,0,19
0.554827,2001,3,16,0,19
0.551151,2001,3,17,0,19
0.0212579,2001,3,18,0,19
0,2001,3,19,0,19
0,2001,3,20,0,19
0,2001,3,21,0,19
0,2001,3,22,0,19
0,2001,3,23,0,19
0,2001,3,0,0,20
0,2001,3,1,0,20
0,2001,3,2,0,20
0,2001,3,3,0,20
0,2001,3,4,0,20
0,2001,3,5,0,20
0,2001,3,6,0,20
0.348393,2001,3,7,0,20
0.959762,2001,3,8,0,20
1,2001,3,9,0,20
1,2001,3,10,0,20
1,2001,3,11,0,20
1,2001,3,12,0,20
1,2001,3,13,0,20
0.365278,2001,3,14,0,20
0.23216,2001,3,15,0,20
0.164197,2001,3,16,0,20
0.236444,2001,3,17,0,20
0.0228058,2001,3,18,0,20
0,2001,3,19,0,20
0,2001,3,20,0,20
0,2001,3,21,0,20
0,2001,3,22,0,20
0,2001,3,23,0,20
0,2001,3,0,0,21
0,2001,3,1,0,21
0,2001,3,2,0,21
0,2001,3,3,0,21
0,2001,3,4,0,21
0,2001,3,5,0,21
0,2001,3,6,0,21
0.128789,2001,3,7,0,21
0.951832,2001,3,8,0,21
1,2001,3,9,0,21
1,2001,3,10,0,21
1,2001,3,11,0,21
1,2001,3,12,0,21
1,2001,3,13,0,21
1,2001,3,14,0,21
1,2001,3,15,0,21
0.971118,2001,3,16,0,21
0.537728,2001,3,17,0,21
0.0155174,2001,3,18,0,21
0,2001,3,19,0,21
0,2001,3,20,0,21
0,2001,3,21,0,21
0,2001,3,22,0,21
0,2001,3,23,0,21
0,2001,3,0,0,22
0,2001,3,1,0,22
0,2001,3,2,0,22
0,2001,3,3,0,22
0,2001,3,4,0,22
0,2001,3,5,0,22
0,2001,3,6,0,22
0.345312,2001,3,7,0,22
0.926364,2001,3,8,0,22
1,2001,3,9,0,22
0.329991,2001,3,10,0,22
0.399587,2001,3,11,0,22
0.193507,2001,3,12,0,22
0.858403,2001,3,13,0,22
0.304203,2001,3,14,0,22
0.393897,2001,3,15,0,22
0.364617,2001,3,16,0,22
0.128857,2001,3,17,0,22
0.0232329,2001,3,18,0,22
0,2001,3,19,0,22
0,2001,3,20,0,22
0,2001,3,21,0,22
0,2001,3,22,0,22
0,2001,3,23,0,22
0,2001,3,0,0,23
0,2001,3,1,0,23
0,2001,3,2,0,23
0,2001,3,3,0,23
0,2001,3,4,0,23
0,2001,3,5,0,23
0,2001,3,6,0,23
0.365545,2001,3,7,0,23
0.194043,2001,3,8,0,23
0.686921,2001,3,9,0,23
0.887901,2001,3,10,0,23
0.875271,2001,3,11,0,23
0.379498,2001,3,12,0,23
0.357752,2001,3,13,0,23
0.23651,2001,3,14,0,23
0.273933,2001,3,15,0,23
0.198202,2001,3,16,0,23
0.0022494,2001,3,17,0,23
0.0078872,2001,3,18,0,23
0,2001,3,19,0,23
0,2001,3,20,0,23
0,2001,3,21,0,23
0,2001,3,22,0,23
0,2001,3,23,0,23
0,2001,3,0,0,24
0,2001,3,1,0,24
0,2001,3,2,0,24
0,2001,3,3,0,24
0,2001,3,4,0,24
0,2001,3,5,0,24
0,2001,3,6,0,24
0.0172599,2001,3,7,0,24
0.28401,2001,3,8,0,24
0.186205,2001,3,9,0,24
0.0801145,2001,3,10,0,24
0.695138,2001,3,11,0,24
0.820547,2001,3,12,0,24
0.633141,2001,3,13,0,24
0.495925,2001,3,14,0,24
0.323787,2001,3,15,0,24
0.343203,2001,3,16,0,24
0.184779,2001,3,17,0,24
0,2001,3,18,0,24
0,2001,3,19,0,24
0,2001,3,20,0,24
0,2001,3,21,0,24
0,2001,3,22,0,24
0,2001,3,23,0,24
0,2001,3,0,0,25
0,2001,3,1,0,25
0,2001,3,2,0,25
0,2001,3,3,0,25
0,2001,3,4,0,25
0,2001,3,5,0,25
0,2001,3,6,0,25
0.13498,2001,3,7,0,25
0.915676,2001,3,8,0,25
0.543132,2001,3,9,0,25
0.700801,2001,3,10,0,25
1,2001,3,11,0,25
0.322037,2001,3,12,0,25
0.407011,2001,3,13,0,25
0.436669,2001,3,14,0,25
0.606787,2001,3,15,0,25
0.187829,2001,3,16,0,25
0.173888,2001,3,17,0,25
0.0233572,2001,3,18,0,25
0,2001,3,19,0,25
0,2001,3,20,0,25
0,2001,3,21,0,25
0,2001,3,22,0,25
0,2001,3,23,0,25
0,2001,3,0,0,26
0,2001,3,1,0,26
0,2001,3,2,0,26
0,2001,3,3,0,26
0,2001,3,4,0,26
0,2001,3,5,0,26
0,2001,3,6,0,26
0.373158,2001,3,7,0,26
0.916029,2001,3,8,0,26
1,2001,3,9,0,26
1,2001,3,10,0,26
1,2001,3,11,0,26
1,2001,3,12,0,26
0.808541,2001,3,13,0,26
1,2001,3,14,0,26
0.316532,2001,3,15,0,26
0.383438,2001,3,16,0,26
0.139632,2001,3,17,0,26
0.0251275,2001,3,18,0,26
0,2001,3,19,0,26
0,2001,3,20,0,26
0,2001,3,21,0,26
0,2001,3,22,0,26
0,2001,3,23,0,26
0,2001,3,0,0,27
0,2001,3,1,0,27
0,2001,3,2,0,27
0,2001,3,3,0,27
0,2001,3,4,0,27
0,2001,3,5,0,27
0,2001,3,6,0,27
0.164928,2001,3,7,0,27
0.928629,2001,3,8,0,27
0.642362,2001,3,9,0,27
0.584866,2001,3,10,0,27
0.620272,2001,3,11,0,27
0.507461,2001,3,12,0,27
0.601293,2001,3,13,0,27
0.283578,2001,3,14,0,27
0.540309,2001,3,15,0,27
0.237675,2001,3,16,0,27
0.246727,2001,3,17,0,27
0.0253534,2001,3,18,0,27
0,2001,3,19,0,27
0,2001,3,20,0,27
0,2001,3,21,0,27
0,2001,3,22,0,27
0,2001,3,23,0,27
0,2001,3,0,0,28
0,2001,3,1,0,28
0,2001,3,2,0,28
0,2001,3,3,0,28
0,2001,3,4,0,28
0,2001,3,5,0,28
0,2001,3,6,0,28
0.390564,2001,3,7,0,28
0.94246,2001,3,8,0,28
1,2001,3,9,0,28
1,2001,3,10,0,28
1,2001,3,11,0,28
0.760505,2001,3,12,0,28
1,2001,3,13,0,28
0.666583,2001,3,14,0,28
0.682126,2001,3,15,0,28
0.975108,2001,3,16,0,28
0.541726,2001,3,17,0,28
0.0271752,2001,3,18,0,28
0,2001,3,19,0,28
0,2001,3,20,0,28
0,2001,3,21,0,28
0,2001,3,22,0,28
0,2001,3,23,0,28
0,2001,3,0,0,29
0,2001,3,1,0,29
0,2001,3,2,0,29
0,2001,3,3,0,29
0,2001,3,4,0,29
0,2001,3,5,0,29
0,2001,3,6,0,29
0.34469,2001,3,7,0,29
0.647698,2001,3,8,0,29
0.888155,2001,3,9,0,29
0.761916,2001,3,10,0,29
0.885092,2001,3,11,0,29
0.418009,2001,3,12,0,29
0.672214,2001,3,13,0,29
1,2001,3,14,0,29
1,2001,3,15,0,29
0.224165,2001,3,16,0,29
0.541807,2001,3,17,0,29
0.0273936,2001,3,18,0,29
0,2001,3,19,0,29
0,2001,3,20,0,29
0,2001,3,21,0,29
0,2001,3,22,0,29
0,2001,3,23,0,29
0,2001,3,0,0,30
0,2001,3,1,0,30
0,2001,3,2,0,30
0,2001,3,3,0,30
0,2001,3,4,0,30
0,2001,3,5,0,30
0,2001,3,6,0,30
0.145175,2001,3,7,0,30
0.43415,2001,3,8,0,30
0.609736,2001,3,9,0,30
0.720891,2001,3,10,0,30
0.94743,2001,3,11,0,30
0.937374,2001,3,12,0,30
0.692052,2001,3,13,0,30
0.841191,2001,3,14,0,30
0.818843,2001,3,15,0,30
0.684131,2001,3,16,0,30
0.351111,2001,3,17,0,30
0.0197316,2001,3,18,0,30
0,2001,3,19,0,30
0,2001,3,20,0,30
0,2001,3,21,0,30
0,2001,3,22,0,30
0,2001,3,23,0,30
0,2001,3,0,0,31
0,2001,3,1,0,31
0,2001,3,2,0,31
0,2001,3,3,0,31
0,2001,3,4,0,31
0,2001,3,5,0,31
0,2001,3,6,0,31
0.0997098,2001,3,7,0,31
0.507957,2001,3,8,0,31
0.584826,2001,3,9,0,31
0.81623,2001,3,10,0,31
0.786291,2001,3,11,0,31
0.858602,2001,3,12,0,31
0.767316,2001,3,13,0,31
0.646343,2001,3,14,0,31
0.505177,2001,3,15,0,31
0.353041,2001,3,16,0,31
0.205087,2001,3,17,0,31
0.0140971,2001,3,18,0,31
0,2001,3,19,0,31
0,2001,3,20,0,31
0,2001,3,21,0,31
0,2001,3,22,0,31
0,2001,3,23,0,31
0,2001,4,0,0,1
0,2001,4,1,0,1
0,2001,4,2,0,1
0,2001,4,3,0,1
0,2001,4,4,0,1
0,2001,4,5,0,1
0,2001,4,6,0,1
0.261201,2001,4,7,0,1
0.619924,2001,4,8,0,1
0.654164,2001,4,9,0,1
0.637548,2001,4,10,0,1
0.622213,2001,4,11,0,1
0.786298,2001,4,12,0,1
0.951256,2001,4,13,0,1
0.957051,2001,4,14,0,1
0.554789,2001,4,15,0,1
